experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
103,2025-12-04 15:00:38,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9680.666667,3.0,6,58084.0,851968,4636672,3299376,4,2,206.06,22938.0,6,8000,83,13,72,63635802,0,0.008983
104,2025-12-04 15:00:38,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],6722.75,2.5,4,26891.0,28180480,1703936,30932992,4,0,11.34,6768.0,4,8000,451,430,26,2175,0,0.001675
105,2025-12-04 15:00:39,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
106,2025-12-04 15:00:40,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
107,2025-12-04 15:00:40,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,0,111,31,,0,0.000401
108,2025-12-04 15:00:41,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,262144,1032192,148348,1,0,2.87,2670.0,1,8000,0,4,16,,0,0.001075
109,2025-12-04 15:00:42,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],1725.0,1.0,1,1725.0,7471104,2752512,6029312,1,0,0.76,1725.0,1,8000,0,114,42,,0,0.000438
110,2025-12-04 15:00:43,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],5879.2,2.8,5,29396.0,15532032,7094272,12176408,5,0,90.89,16352.0,5,8000,0,237,109,33876059,0,0.005558
111,2025-12-04 15:00:44,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9975.166667,3.0,6,59851.0,786432,4898816,3102768,4,2,221.15,23876.0,6,8000,0,12,76,55379198,0,0.009262
112,2025-12-04 15:00:45,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],21525.75,2.5,4,86103.0,5767168,1638400,53411840,0,4,89.39,21544.0,4,8000,0,88,25,217,0,0.004149
113,2025-12-04 15:00:46,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
114,2025-12-04 15:00:47,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
115,2025-12-04 15:00:47,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],1907.0,1.0,1,1907.0,6619136,1638400,5898240,1,0,0.85,1907.0,1,8000,0,101,25,,0,0.000446
116,2025-12-04 15:00:48,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,196608,1032192,213884,1,0,2.87,2670.0,1,8000,0,3,16,,0,0.001075
117,2025-12-04 15:00:49,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],4459.0,1.0,1,4459.0,3538944,2621440,10092544,1,0,3.99,4459.0,1,8000,0,54,40,,0,0.000894
118,2025-12-04 15:00:50,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],7002.0,2.8,5,35010.0,10027008,6176768,18598936,4,1,99.02,17490.0,5,8000,0,153,95,29558274,0,0.005662
119,2025-12-04 15:00:51,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9600.166667,3.0,6,57601.0,589824,4571136,3627056,4,2,191.33,21812.0,6,8000,0,9,71,62993699,0,0.008772
120,2025-12-04 15:00:52,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22272.25,2.5,4,89089.0,2686976,2949120,55181312,0,4,101.32,23034.0,4,8000,0,41,45,764147,0,0.004399
121,2025-12-04 15:00:53,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
122,2025-12-04 15:00:54,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
123,2025-12-04 15:00:54,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],1637.0,1.0,1,1637.0,7274496,2031616,4849664,1,0,0.66,1637.0,1,8000,0,111,31,,0,0.000401
124,2025-12-04 15:00:55,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,262144,1032192,148348,1,0,2.87,2670.0,1,8000,0,4,16,,0,0.001075
125,2025-12-04 15:00:55,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],1725.0,1.0,1,1725.0,7471104,2752512,6029312,1,0,0.76,1725.0,1,8000,0,114,42,,0,0.000438
126,2025-12-04 15:00:57,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],5756.4,2.8,5,28782.0,15597568,6963200,12241944,5,0,91.16,16342.0,5,8000,0,238,107,34331308,0,0.005578
127,2025-12-04 15:00:58,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9955.0,3.0,6,59730.0,917504,4177920,4872240,4,2,198.71,22337.0,6,8000,0,14,65,57177445,0,0.008896
128,2025-12-04 15:00:59,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],21387.0,2.5,4,85548.0,5701632,1507328,53608448,0,4,88.6,21442.0,4,8000,0,87,23,3200,0,0.004132
129,2025-12-04 15:01:00,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],3264.0,1.0,1,3264.0,196608,638976,82608,1,0,3.08,3264.0,1,8000,0,3,10,,0,0.000943
130,2025-12-04 15:01:01,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
131,2025-12-04 15:01:01,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],1912.0,1.0,1,1912.0,6750208,1507328,5898240,1,0,0.86,1912.0,1,8000,0,103,23,,0,0.000448
132,2025-12-04 15:01:02,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,196608,1032192,213884,1,0,2.87,2670.0,1,8000,0,3,16,,0,0.001075
133,2025-12-04 15:01:02,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],2424.0,1.0,1,2424.0,6619136,2883584,6750208,1,0,1.35,2424.0,1,8000,0,101,44,,0,0.000555
134,2025-12-04 15:01:04,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],5940.8,2.8,5,29704.0,13893632,7094272,13814808,5,0,87.43,16092.0,5,8000,0,212,109,29936891,0,0.005433
135,2025-12-04 15:01:05,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9772.166667,3.0,6,58633.0,720896,4898816,3168304,4,2,187.86,21579.0,6,8000,0,11,76,59925459,0,0.008706
136,2025-12-04 15:01:06,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],7371.25,2.5,4,29485.0,24576000,4390912,31850496,2,2,20.7,9618.0,4,8000,0,375,67,4175123,0,0.002152
137,2025-12-04 15:01:06,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],3234.0,1.0,1,3234.0,262144,638976,17072,1,0,3.03,3234.0,1,8000,0,4,10,,0,0.000938
138,2025-12-04 15:01:07,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
139,2025-12-04 15:01:08,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],1907.0,1.0,1,1907.0,6619136,1638400,5898240,1,0,0.85,1907.0,1,8000,0,101,25,,0,0.000446
140,2025-12-04 15:01:08,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],2670.0,1.0,1,2670.0,196608,1032192,213884,1,0,2.87,2670.0,1,8000,0,3,16,,0,0.001075
141,2025-12-04 15:01:09,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],4459.0,1.0,1,4459.0,3538944,2621440,10092544,1,0,3.99,4459.0,1,8000,0,54,40,,0,0.000894
142,2025-12-04 15:01:10,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],7124.0,2.8,5,35620.0,9240576,6438912,19123224,4,1,98.33,17448.0,5,8000,0,141,99,29430969,0,0.005636
143,2025-12-04 15:01:11,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],9600.166667,3.0,6,57601.0,589824,4571136,3627056,4,2,191.33,21812.0,6,8000,0,9,71,62993699,0,0.008772
144,2025-12-04 15:01:12,SoC.i3_g3_cv3_h3_e3_c3_el3.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22272.25,2.5,4,89089.0,2686976,2949120,55181312,0,4,101.32,23034.0,4,8000,0,41,45,764147,0,0.004399
145,2025-12-04 15:01:13,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,10,5,9,,0,0.001069
146,2025-12-04 15:01:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,22,0,26,,0,0.004402
147,2025-12-04 15:01:14,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2315.0,1.0,1,2315.0,7274496,0,6881280,1,0,1.19,2315.0,1,8000,104,111,0,,0,0.000515
148,2025-12-04 15:01:15,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],6838.0,1.0,1,6838.0,327680,507904,607100,1,0,12.29,6838.0,1,8000,12,5,8,,0,0.001797
149,2025-12-04 15:01:16,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],2859.0,1.0,1,2859.0,7798784,0,8454144,1,0,1.79,2859.0,1,8000,120,119,0,,0,0.000626
150,2025-12-04 15:01:17,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],14228.6,2.8,5,71143.0,15466496,1261568,18074648,2,3,192.17,26460.0,5,8000,253,236,20,104098206,0,0.007263
151,2025-12-04 15:01:18,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],23623.5,3.0,6,141741.0,851968,3244032,4692016,2,4,741.04,52951.0,6,8000,69,13,51,285160216,0,0.013995
152,2025-12-04 15:01:19,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],13751.5,2.5,4,55006.0,15269888,0,45547520,0,4,39.34,13794.0,4,8000,205,233,0,1242,0,0.002852
153,2025-12-04 15:01:19,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,0,5,9,,0,0.001069
154,2025-12-04 15:01:20,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
155,2025-12-04 15:01:21,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2939.0,1.0,1,2939.0,4653056,0,9502720,1,0,1.82,2939.0,1,8000,0,71,0,,0,0.000619
156,2025-12-04 15:01:21,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],6853.0,1.0,1,6853.0,262144,507904,672636,1,0,12.34,6853.0,1,8000,0,4,8,,0,0.0018
157,2025-12-04 15:01:22,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],4058.0,1.0,1,4058.0,3080192,0,13172736,1,0,3.36,4058.0,1,8000,0,47,0,,0,0.000828
158,2025-12-04 15:01:23,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14544.0,2.8,5,72720.0,7995392,1064960,25742360,2,3,187.23,26209.0,5,8000,0,122,17,88937510,0,0.007144
159,2025-12-04 15:01:24,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27044.333333,3.0,6,162266.0,655360,2588672,5543984,0,6,777.52,54430.0,6,8000,0,10,41,158311469,0,0.014285
160,2025-12-04 15:01:25,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],16591.5,2.5,4,66366.0,3080192,0,57737216,0,4,55.35,16634.0,4,8000,0,47,0,1242,0,0.003327
161,2025-12-04 15:01:26,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
162,2025-12-04 15:01:26,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
163,2025-12-04 15:01:27,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],2818.0,1.0,1,2818.0,5636096,0,8519680,1,0,1.69,2818.0,1,8000,0,86,0,,0,0.000599
164,2025-12-04 15:01:27,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
165,2025-12-04 15:01:28,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],3853.0,1.0,1,3853.0,4128768,0,12124160,1,0,3.06,3853.0,1,8000,0,63,0,,0,0.000794
166,2025-12-04 15:01:29,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],10578.4,2.8,5,52892.0,10223616,1851392,22727704,4,1,179.46,25457.0,5,8000,0,156,29,67987027,0,0.007049
167,2025-12-04 15:01:30,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24289.5,3.0,6,145737.0,917504,2457600,5412912,3,3,722.13,52317.0,6,8000,0,14,39,366014739,0,0.013803
168,2025-12-04 15:01:31,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15368.0,2.5,4,61472.0,5242880,0,55574528,0,4,53.85,16387.0,4,8000,0,80,0,1343604,0,0.003286
169,2025-12-04 15:01:32,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,0,5,9,,0,0.001069
170,2025-12-04 15:01:32,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
171,2025-12-04 15:01:33,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],2939.0,1.0,1,2939.0,4653056,0,9502720,1,0,1.82,2939.0,1,8000,0,71,0,,0,0.000619
172,2025-12-04 15:01:34,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],6853.0,1.0,1,6853.0,262144,507904,672636,1,0,12.34,6853.0,1,8000,0,4,8,,0,0.0018
173,2025-12-04 15:01:34,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],4058.0,1.0,1,4058.0,3080192,0,13172736,1,0,3.36,4058.0,1,8000,0,47,0,,0,0.000828
174,2025-12-04 15:01:35,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13089.0,2.8,5,65445.0,7995392,1130496,25676824,3,2,177.91,25444.0,5,8000,0,122,18,81263492,0,0.006992
175,2025-12-04 15:01:36,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26682.0,3.0,6,160092.0,655360,2719744,5412912,1,5,776.26,54450.0,6,8000,0,10,43,211285687,0,0.014256
176,2025-12-04 15:01:37,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],16574.5,2.5,4,66298.0,3276800,0,57540608,0,4,55.23,16617.0,4,8000,0,50,0,1242,0,0.003324
177,2025-12-04 15:01:38,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
178,2025-12-04 15:01:39,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
179,2025-12-04 15:01:39,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2377.0,1.0,1,2377.0,7274496,0,6881280,1,0,1.25,2377.0,1,8000,0,111,0,,0,0.000525
180,2025-12-04 15:01:40,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
181,2025-12-04 15:01:40,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],3361.0,1.0,1,3361.0,5701632,0,10551296,1,0,2.39,3361.0,1,8000,0,87,0,,0,0.000712
182,2025-12-04 15:01:42,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],12143.4,2.8,5,60717.0,13303808,1196032,20302872,3,2,181.29,25717.0,5,8000,0,203,19,84921241,0,0.00705
183,2025-12-04 15:01:43,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],26146.166667,3.0,6,156877.0,786432,2523136,5478448,1,5,750.79,53397.0,6,8000,0,12,40,272734309,0,0.01406
184,2025-12-04 15:01:44,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],6941.25,2.5,4,27765.0,25690112,0,35127296,2,2,28.23,11466.0,4,8000,0,392,0,14893305,0,0.002462
185,2025-12-04 15:01:44,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4041.0,1.0,1,4041.0,262144,507904,148144,1,0,4.34,4041.0,1,8000,0,4,8,,0,0.001074
186,2025-12-04 15:01:45,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
187,2025-12-04 15:01:45,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],2818.0,1.0,1,2818.0,5636096,0,8519680,1,0,1.69,2818.0,1,8000,0,86,0,,0,0.000599
188,2025-12-04 15:01:46,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7204.0,1.0,1,7204.0,262144,638976,541564,1,0,13.39,7204.0,1,8000,0,4,10,,0,0.001859
189,2025-12-04 15:01:47,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],3853.0,1.0,1,3853.0,4128768,0,12124160,1,0,3.06,3853.0,1,8000,0,63,0,,0,0.000794
190,2025-12-04 15:01:48,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],11158.6,2.8,5,55793.0,10092544,1982464,22727704,4,1,185.41,25939.0,5,8000,0,154,31,69728889,0,0.007148
191,2025-12-04 15:01:49,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24289.5,3.0,6,145737.0,917504,2457600,5412912,3,3,722.13,52317.0,6,8000,0,14,39,366014739,0,0.013803
192,2025-12-04 15:01:50,SoC.i4_g1_cv1_h1_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],15368.0,2.5,4,61472.0,5242880,0,55574528,0,4,53.85,16387.0,4,8000,0,80,0,1343604,0,0.003286
193,2025-12-04 15:01:51,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,10,5,9,,0,0.001069
194,2025-12-04 15:01:51,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,22,0,26,,0,0.004402
195,2025-12-04 15:01:52,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2315.0,1.0,1,2315.0,7274496,0,6881280,1,0,1.19,2315.0,1,8000,104,111,0,,0,0.000515
196,2025-12-04 15:01:52,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],6838.0,1.0,1,6838.0,327680,507904,607100,1,0,12.29,6838.0,1,8000,12,5,8,,0,0.001797
197,2025-12-04 15:01:53,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],2859.0,1.0,1,2859.0,7798784,0,8454144,1,0,1.79,2859.0,1,8000,120,119,0,,0,0.000626
198,2025-12-04 15:01:54,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],13963.8,2.8,5,69819.0,15400960,1622016,17779736,2,3,186.67,26041.0,5,8000,252,235,25,100215192,0,0.007168
199,2025-12-04 15:01:55,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],23771.5,3.0,6,142629.0,851968,3162112,4773936,2,4,747.43,53173.0,6,8000,69,13,49,285160216,0,0.014057
200,2025-12-04 15:01:56,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],13751.5,2.5,4,55006.0,15269888,0,45547520,0,4,39.34,13794.0,4,8000,205,233,0,1242,0,0.002852
201,2025-12-04 15:01:57,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4018.0,1.0,1,4018.0,327680,573440,17072,1,0,4.29,4018.0,1,8000,0,5,9,,0,0.001069
202,2025-12-04 15:01:58,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16560.0,1.0,1,16560.0,0,1687552,345580,1,0,72.89,16560.0,1,8000,0,0,26,,0,0.004402
203,2025-12-04 15:01:58,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],2939.0,1.0,1,2939.0,4653056,0,9502720,1,0,1.82,2939.0,1,8000,0,71,0,,0,0.000619
204,2025-12-04 15:01:59,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],6853.0,1.0,1,6853.0,262144,507904,672636,1,0,12.34,6853.0,1,8000,0,4,8,,0,0.0018
205,2025-12-04 15:01:59,SoC.i1_g4_cv1_h1_e1_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],4058.0,1.0,1,4058.0,3080192,0,13172736,1,0,3.36,4058.0,1,8000,0,47,0,,0,0.000828
